41408.62966,41408.62966,38740.18216,40357.55616,35488.54045,40669.3077,37209.31391,38580.97798,38915.17464,39481.77904,37159.187,38915.17464,38915.17464,39481.77904,37018.37932,41606.74554,36749.16729,35787.59595,37159.187,36329.53324,38740.18216,33884.03825,38819.7877,40492.62571,38820.41499,37818.34837,40492.62571,38740.18216,38580.97798,38059.40387,38740.18216,38740.18216,38580.97798,40669.3077,38059.40387,40669.3077,37018.37932,39788.65823,37080.23894,36468.6889,39481.77904,34279.91673,33884.03825,40891.37378,36798.982,40274.90333,42165.20013,38915.17464,37134.75711,36798.982,42165.20013,37134.75711,38820.41499,40357.55616,36382.6929,37818.34837,38059.40387,33884.03825,38820.41499,43995.09283,36749.16729,34279.91673,37818.34837,35633.94117,38819.7877,37134.75711,36329.53324,40274.90333,40165.72765,43995.09283,36382.6929,38580.97798,37019.11273,39788.65823,33884.03825,36329.53324,37010.05682,35488.54045,35633.94117,38915.17464,42165.20013,43995.09283,40669.3077,39788.65823,36468.6889,40492.62571,40492.62571,40669.3077,37768.52801,37818.34837,40891.37378,37010.05682,37348.02438,36749.16729,37080.23894,39788.65823,41606.74554,36749.16729,41606.74554,40165.72765,40669.3077,37080.23894
37209.31391,37209.31391,43995.09283,37818.34837,38915.17464,35787.59595,33884.03825,43995.09283,37080.23894,33884.03825,40492.62571,40669.3077,41606.74554,41189.86555,38580.97798,37010.05682,35633.94117,37818.34837,35488.54045,37080.23894,36798.982,40274.90333,43995.09283,35787.59595,39481.77904,36798.982,38059.40387,37209.31391,38740.18216,37080.23894,33884.03825,40669.3077,38819.7877,34279.91673,36468.6889,40357.55616,35633.94117,42165.20013,33884.03825,34279.91673,39788.65823,38819.7877,40669.3077,37348.02438,40274.90333,40165.72765,40357.55616,39481.77904,38580.97798,43995.09283,38819.7877,37209.31391,35787.59595,41189.86555,40669.3077,35633.94117,37818.34837,37080.23894,37134.75711,37209.31391,38819.7877,38819.7877,38819.7877,40669.3077,42165.20013,33884.03825,38819.7877,36382.6929,37134.75711,36468.6889,43995.09283,38820.41499,37019.11273,37818.34837,36329.53324,39788.65823,38580.97798,41408.62966,39481.77904,40357.55616,40165.72765,37818.34837,41189.86555,41606.74554,38580.97798,36468.6889,37348.02438,38580.97798,35787.59595,36749.16729,40165.72765,36329.53324,38915.17464,41189.86555,36382.6929,36798.982,36382.6929,38059.40387,43995.09283,38059.40387,39481.77904,33884.03825
38915.17464,38915.17464,36382.6929,36382.6929,40357.55616,36749.16729,37818.34837,36329.53324,35633.94117,38580.97798,34279.91673,36468.6889,37019.11273,40357.55616,39788.65823,40492.62571,40357.55616,40891.37378,37018.37932,39481.77904,40357.55616,40891.37378,34279.91673,42165.20013,38580.97798,38580.97798,40274.90333,38820.41499,40165.72765,33884.03825,33884.03825,37159.187,36329.53324,35633.94117,37018.37932,38740.18216,37209.31391,37768.52801,38059.40387,40274.90333,38819.7877,33884.03825,41408.62966,35488.54045,35787.59595,38820.41499,37134.75711,37080.23894,35488.54045,40891.37378,40274.90333,38580.97798,37818.34837,40357.55616,37018.37932,36329.53324,37134.75711,43995.09283,40357.55616,41606.74554,43995.09283,37209.31391,40669.3077,37348.02438,36749.16729,40891.37378,35787.59595,37159.187,37818.34837,40274.90333,38820.41499,40357.55616,41408.62966,37348.02438,37818.34837,37010.05682,36798.982,39481.77904,38059.40387,37019.11273,37159.187,41606.74554,41606.74554,36329.53324,38819.7877,38915.17464,38580.97798,38740.18216,40165.72765,36468.6889,37209.31391,42165.20013,36798.982,43995.09283,36468.6889,37080.23894,39481.77904,37209.31391,38819.7877,36468.6889,37018.37932,42165.20013
38740.18216,38740.18216,37019.11273,37159.187,38059.40387,36798.982,40274.90333,37019.11273,37134.75711,35488.54045,41189.86555,36749.16729,38915.17464,33884.03825,38580.97798,37134.75711,35633.94117,37010.05682,43995.09283,41408.62966,38580.97798,37818.34837,38059.40387,40492.62571,41606.74554,37768.52801,37209.31391,36798.982,37080.23894,35488.54045,40357.55616,41408.62966,36749.16729,39788.65823,37018.37932,36382.6929,37818.34837,36798.982,37010.05682,36468.6889,41606.74554,37080.23894,36382.6929,38915.17464,40492.62571,40357.55616,37019.11273,37010.05682,38740.18216,38580.97798,36749.16729,40357.55616,40669.3077,43995.09283,40274.90333,37134.75711,38059.40387,36382.6929,36468.6889,37818.34837,38819.7877,36329.53324,37818.34837,36468.6889,42165.20013,37209.31391,33884.03825,40669.3077,40669.3077,38580.97798,40492.62571,38819.7877,36468.6889,39481.77904,42165.20013,41408.62966,37019.11273,37134.75711,37019.11273,36329.53324,41606.74554,35787.59595,35787.59595,38915.17464,41606.74554,35488.54045,39788.65823,37348.02438,39788.65823,39481.77904,37018.37932,37019.11273,43995.09283,36329.53324,40492.62571,39788.65823,38740.18216,38915.17464,40274.90333,37134.75711,37768.52801,37018.37932
38059.40387,38059.40387,39788.65823,43995.09283,40669.3077,38740.18216,39481.77904,38740.18216,40165.72765,37080.23894,36798.982,39788.65823,38819.7877,41606.74554,41189.86555,41606.74554,37159.187,40165.72765,38819.7877,37209.31391,38580.97798,40357.55616,37018.37932,35787.59595,40274.90333,40492.62571,38819.7877,38915.17464,38580.97798,36798.982,35787.59595,36468.6889,37134.75711,40891.37378,38580.97798,34279.91673,39481.77904,36468.6889,38915.17464,36798.982,41606.74554,38819.7877,37818.34837,39481.77904,37080.23894,36329.53324,37209.31391,41189.86555,37818.34837,36382.6929,36798.982,40891.37378,38580.97798,36329.53324,36749.16729,37010.05682,36749.16729,33884.03825,40274.90333,36468.6889,37134.75711,41408.62966,40891.37378,37348.02438,38915.17464,37019.11273,35633.94117,37348.02438,37019.11273,37768.52801,38819.7877,37348.02438,35633.94117,40274.90333,37348.02438,41606.74554,37080.23894,37209.31391,38820.41499,38820.41499,38059.40387,37018.37932,41606.74554,36468.6889,40891.37378,40669.3077,40891.37378,36749.16729,35488.54045,35787.59595,35633.94117,39788.65823,40492.62571,37019.11273,36798.982,38915.17464,38580.97798,37209.31391,36382.6929,38820.41499,41408.62966,35488.54045
39788.65823,39788.65823,36798.982,40891.37378,38915.17464,33884.03825,36382.6929,38915.17464,37018.37932,38740.18216,42165.20013,37209.31391,42165.20013,38819.7877,38059.40387,36798.982,41408.62966,38915.17464,40669.3077,41189.86555,37159.187,37818.34837,38820.41499,43995.09283,37209.31391,38915.17464,40274.90333,41606.74554,33884.03825,38820.41499,42165.20013,42165.20013,37159.187,34279.91673,41606.74554,37080.23894,35488.54045,41189.86555,39788.65823,37209.31391,40669.3077,36749.16729,38820.41499,37080.23894,37159.187,37018.37932,40357.55616,38740.18216,42165.20013,37768.52801,43995.09283,40357.55616,38740.18216,40669.3077,40274.90333,42165.20013,38740.18216,37134.75711,38819.7877,37080.23894,40165.72765,38580.97798,37134.75711,38820.41499,41606.74554,37010.05682,36798.982,36382.6929,40357.55616,40669.3077,41606.74554,38915.17464,38820.41499,37818.34837,40165.72765,37080.23894,37134.75711,41606.74554,37134.75711,37134.75711,37010.05682,38059.40387,38820.41499,43995.09283,35787.59595,37134.75711,41606.74554,37818.34837,41408.62966,38580.97798,36798.982,38740.18216,41606.74554,38740.18216,36382.6929,41408.62966,34279.91673,38819.7877,41408.62966,40891.37378,35488.54045,41189.86555
35787.59595,35787.59595,43995.09283,37768.52801,38915.17464,37080.23894,38820.41499,38059.40387,36382.6929,40492.62571,41189.86555,37768.52801,36329.53324,38059.40387,36749.16729,38915.17464,38059.40387,41606.74554,38740.18216,40669.3077,35633.94117,40891.37378,35633.94117,37010.05682,38819.7877,41408.62966,38819.7877,38915.17464,37080.23894,38819.7877,40165.72765,36329.53324,39788.65823,36329.53324,37010.05682,39481.77904,42165.20013,40357.55616,38915.17464,38059.40387,38580.97798,37018.37932,38819.7877,38059.40387,40274.90333,41189.86555,37134.75711,37348.02438,37080.23894,37010.05682,36329.53324,38740.18216,37209.31391,37134.75711,39481.77904,37010.05682,36329.53324,39481.77904,33884.03825,38820.41499,34279.91673,37018.37932,41606.74554,40357.55616,37134.75711,36749.16729,37134.75711,38915.17464,34279.91673,39481.77904,43995.09283,35787.59595,37018.37932,36468.6889,40357.55616,33884.03825,43995.09283,40165.72765,38580.97798,36749.16729,40274.90333,33884.03825,37159.187,37018.37932,40891.37378,37768.52801,40891.37378,39788.65823,37348.02438,41606.74554,37768.52801,37010.05682,37209.31391,39788.65823,40357.55616,37018.37932,37018.37932,37818.34837,36382.6929,40357.55616,41189.86555,33884.03825
40165.72765,40165.72765,40274.90333,34279.91673,42165.20013,37010.05682,37019.11273,36468.6889,38819.7877,37209.31391,38059.40387,37209.31391,37080.23894,38915.17464,35488.54045,37018.37932,37018.37932,40492.62571,36798.982,35633.94117,37768.52801,40357.55616,35787.59595,41408.62966,33884.03825,40165.72765,38820.41499,38915.17464,37159.187,42165.20013,38059.40387,37348.02438,40165.72765,43995.09283,40669.3077,37134.75711,35488.54045,40492.62571,40165.72765,37010.05682,38580.97798,37134.75711,38580.97798,36382.6929,37080.23894,37209.31391,37159.187,37010.05682,36329.53324,43995.09283,36382.6929,36749.16729,35488.54045,35633.94117,40891.37378,40492.62571,38580.97798,43995.09283,41189.86555,40669.3077,35787.59595,37768.52801,39481.77904,40492.62571,38580.97798,39788.65823,35633.94117,37134.75711,36798.982,35488.54045,40357.55616,36382.6929,40492.62571,37348.02438,36329.53324,36329.53324,38819.7877,37019.11273,38819.7877,38819.7877,39481.77904,37818.34837,37080.23894,38819.7877,37348.02438,38820.41499,37348.02438,43995.09283,37209.31391,37019.11273,37159.187,40891.37378,37134.75711,37080.23894,36468.6889,36468.6889,41606.74554,38820.41499,37019.11273,41189.86555,40357.55616,38580.97798
40357.55616,40357.55616,36382.6929,36382.6929,36382.6929,35787.59595,35633.94117,40357.55616,40891.37378,37159.187,40669.3077,38580.97798,36382.6929,35787.59595,38915.17464,39788.65823,41408.62966,36749.16729,43995.09283,37134.75711,37818.34837,38580.97798,41606.74554,40357.55616,36749.16729,35488.54045,37080.23894,37768.52801,36468.6889,37348.02438,37019.11273,41189.86555,36749.16729,36798.982,35633.94117,41408.62966,34279.91673,41189.86555,38820.41499,40891.37378,37019.11273,40357.55616,43995.09283,43995.09283,41408.62966,40165.72765,37768.52801,41408.62966,38059.40387,43995.09283,33884.03825,38059.40387,39481.77904,37080.23894,38059.40387,36382.6929,38740.18216,35633.94117,41606.74554,34279.91673,38059.40387,41408.62966,38820.41499,38740.18216,36798.982,37019.11273,37348.02438,38580.97798,38059.40387,43995.09283,40492.62571,33884.03825,40165.72765,36798.982,41408.62966,41189.86555,34279.91673,40357.55616,38059.40387,38820.41499,35488.54045,38819.7877,38059.40387,36468.6889,37010.05682,38820.41499,42165.20013,40669.3077,39481.77904,36749.16729,42165.20013,36749.16729,37019.11273,42165.20013,34279.91673,38059.40387,37209.31391,37080.23894,38740.18216,36329.53324,40357.55616,40891.37378
40492.62571,40492.62571,33884.03825,41408.62966,39788.65823,36382.6929,33884.03825,40492.62571,38580.97798,41408.62966,37818.34837,40357.55616,40357.55616,37818.34837,37818.34837,39481.77904,39788.65823,40357.55616,40357.55616,36798.982,37159.187,37159.187,40357.55616,36468.6889,41408.62966,36749.16729,40669.3077,39481.77904,37018.37932,39481.77904,41189.86555,39481.77904,37018.37932,37768.52801,42165.20013,35488.54045,41606.74554,37209.31391,37134.75711,37134.75711,38915.17464,38740.18216,38819.7877,37768.52801,41606.74554,37209.31391,35633.94117,33884.03825,40274.90333,36468.6889,41408.62966,40274.90333,37348.02438,38740.18216,37818.34837,40274.90333,40274.90333,35787.59595,39481.77904,37159.187,36798.982,41408.62966,41606.74554,38580.97798,36382.6929,37159.187,40274.90333,39481.77904,33884.03825,42165.20013,40492.62571,37209.31391,37019.11273,43995.09283,38820.41499,35633.94117,41408.62966,38740.18216,42165.20013,37818.34837,37209.31391,38820.41499,39481.77904,35488.54045,37818.34837,38580.97798,39481.77904,40274.90333,35787.59595,33884.03825,36329.53324,40357.55616,42165.20013,40891.37378,41408.62966,34279.91673,40274.90333,34279.91673,38819.7877,41606.74554,39481.77904,41408.62966
